order	content	target_cat	gripper_cat	mechanism_cat
​1811	继续安排农业科技成果转化资金和国外先进农业技术引进资金。	经济	科创	供给型
​1812	加快推进农业技术成果的集成创新和中试熟化。	经济	科创	供给型
​1813	深化农业科研院所改革，开展稳定支持农业科研院所的试点工作，逐步提高农业科研院所的人均事业费水平。	经济	资金	供给型
​1814	建立鼓励科研人员科技创新的激励机制。充分发挥大专院校在农业科技研究中的作用。	经济	科创	供给型
​1815	引导涉农企业开展技术创新活动，企业与科研单位进行农业技术合作、向基地农户推广农业新品种新技术所发生的有关费用，享受企业所得税的相关优惠政策。	经济	科创	供给型
​1816	对于涉农企业符合国家产业政策和有关规定引进的加工生产设备，允许免征进口关税和进口环节增值税。	经济	产业	供给型
​1817	（二）推进农业科技进村入户，积极探索农业科技成果进村入户的有效机制和办法，形成以技术指导员为纽带，以示范户为核心，连接周边农户的技术传播网络。	经济	科创	环境型
​1818	继续加强基层农业技术推广体系建设，健全公益性职能经费保障机制，改善推广条件，提高人员素质。	经济	科创	供给型
​1819	推进农科教结合，发挥农业院校在农业技术推广中的积极作用。	经济	科创	供给型
​1820	增大国家富民强县科技专项资金规模，提高基层农业科技成果转化能力。	经济	资金	供给型
​1821	继续支持重大农业技术推广，加快实施科技入户工程。	经济	科创	供给型
​1822	着力培育科技大户，发挥对农民的示范带动作用。	经济	科创	供给型
​1823	（三）大力推广资源节约型农业技术，要积极开发运用各种节约型农业技术，提高农业资源和投入品使用效率。	生态	产业	环境型
​1824	大力普及节水灌溉技术，启动旱作节水农业示范工程。	生态	土地	环境型
​1825	扩大测土配方施肥的实施范围和补贴规模，进一步推广诊断施肥、精准施肥等先进施肥技术。	经济	资金	供给型
​1826	改革农业耕作制度和种植方式，开展免耕栽培技术推广补贴试点，加快普及农作物精量半精量播种技术。	经济	科创	供给型
​1827	积极推广集约、高效、生态畜禽水产养殖技术，降低饲料和能源消耗。	生态	产业	环境型
​1828	（四）积极发展农业机械化，要改善农机装备结构，提升农机装备水平，走符合国情、符合各地实际的农业机械化发展道路。	经济	产业	供给型
​1829	加快粮食生产机械化进程，因地制宜地拓展农业机械化的作业和服务领域，在重点农时季节组织开展跨区域的机耕、机播、机收作业服务。	经济	产业	供给型
​1830	建设农机化试验示范基地，大力推广水稻插秧、土地深松、化肥深施、秸秆粉碎还田等农机化技术。	经济	科创	供给型
​1831	鼓励农业生产经营者共同使用、合作经营农业机械，积极培育和发展农机大户和农机专业服务组织，推进农机服务市场化、产业化。	经济	产业	供给型
​1832	加强农机安全监理工作。（五）加快农业信息化建设，用信息技术装备农业，对于加速改造传统农业具有重要意义。	经济	科创	供给型
​1833	健全农业信息收集和发布制度，整合涉农信息资源，推动农业信息数据收集整理规范化、标准化。	经济	科创	供给型
​1834	加强信息服务平台建设，深入实施“金农”工程，建立国家、省、市、县四级农业信息网络互联中心。	经济	科创	需求型
​1835	加快建设一批标准统一、实用性强的公用农业数据库。	经济	科创	供给型
​1836	加强农村一体化的信息基础设施建设，创新服务模式，启动农村信息化示范工程。	经济	科创	供给型
​1837	积极发挥气象为农业生产和农民生活服务的作用。	生态	民生	环境型
​1838	鼓励有条件的地方在农业生产中积极采用全球卫星定位系统、地理信息系统、遥感和管理信息系统等技术。	经济	科创	供给型
​1839	四、开发农业多种功能，健全发展现代农业的产业体系 农业不仅具有食品保障功能，而且具有原料供给、就业增收、生态保护、观光休闲、文化传承等功能。	生态	产业	供给型
​1840	建设现代农业，必须注重开发农业的多种功能，向农业的广度和深度进军，促进农业结构不断优化升级。	经济	产业	供给型
​1841	（一）促进粮食稳定发展，继续坚持立足国内保障粮食基本自给的方针，逐步构建供给稳定、调控有力、运转高效的粮食安全保障体系。	经济	民生	供给型
​1842	2007年，要努力稳定粮食播种面积，提高单产、优化品种、改善品质。	经济	产业	供给型
​1843	继续实施优质粮食产业、种子、植保和粮食丰产科技等工程。	经济	产业	供给型
​1844	推进粮食优势产业带建设，鼓励有条件的地方适度发展连片种植，加大对粮食加工转化的扶持力度。	经济	产业	供给型
​1845	支持粮食主产区发展粮食生产和促进经济增长，水利建设、中低产田改造和农产品加工转化等资金和项目安排，要向粮食主产区倾斜。	经济	资金	供给型
​1846	加强对粮食生产、消费、库存及进出口的监测和调控，建立和完善粮食安全预警系统，维护国内粮食市场稳定。	经济	产业	供给型
​1847	（二）发展健康养殖业，健康养殖直接关系人民群众的生命安全。	生态	民生	环境型
​1848	转变养殖观念，调整养殖模式，做大做强畜牧产业。	经济	产业	供给型
​1849	按照预防为主、关口前移的要求，积极推行健康养殖方式，加强饲料安全管理，从源头上把好养殖产品质量安全关。	生态	产业	环境型
​1850	牧区要积极推广舍饲半舍饲饲养，农区有条件的要发展规模养殖和畜禽养殖小区。	经济	产业	供给型
​1851	扩大对养殖小区的补贴规模，继续安排奶牛良种补贴资金。	经济	资金	供给型
​1852	加大动物疫病防控投入力度，加强基层兽医队伍建设，健全重大动物疫情监测和应急处置机制，建立和完善动物标识及疫病可追溯体系。	生态	民生	环境型
​1853	水产养殖业要推广优良品种，加强水产养殖品种病害防治，提高健康养殖水平。	生态	产业	供给型
​1854	（三）大力发展特色农业，要立足当地自然和人文优势，培育主导产品，优化区域布局。	生态	产业	环境型
​1855	适应人们日益多样化的物质文化需求，因地制宜地发展特而专、新而奇、精而美的各种物质、非物质产品和产业，特别要重视发展园艺业、特种养殖业和乡村旅游业。	文化	民生	供给型
​1856	通过规划引导、政策支持、示范带动等办法，支持“一村一品”发展。	经济	产业	供给型
​1857	加快培育一批特色明显、类型多样、竞争力强的专业村、专业乡镇。	文化	产业	供给型
​1858	（四）扶持农业产业化龙头企业发展，龙头企业是引导农民发展现代农业的重要带动力量。	经济	产业	供给型
​1859	通过贴息补助、投资参股和税收优惠等政策，支持农产品加工业发展。	经济	产业	供给型
